text,is_directive
¿\nProvides support for managing resources such as SWT\nfonts and images.\n<h2>\nPackage Specification</h2>\nThis package contains support for managing resources, including:\n<ul>\n<li>\nfont registries (<tt>FontRegistry</tt>) - for hanging on to the SWT font\nobjects needed by an application</li>\n\n<li>\ncolor registries (<tt>ColorRegistry</tt>) - for hanging on to the SWT color \nobjects needed by an application</li>\n\n<li>\nimage registries (<tt>ImageRegistry</tt>) - for hanging on to the SWT image\nobjects needed by an application</li>\n\n<li>\nimage descriptors (<tt>ImageDescriptor</tt>) - surrogate object for creating\nSWT images</li>\n\n<li>\nstring conversion (<tt>StringConverter</tt>) - for parsing property files</li>\n</ul>\nThe JFace resources module is an independent JFace module requiring a basic\nknowledge of SWT and the JFace property change event mechanism. Familiarity\nwith other JFace modules is not required.\n<p>Image descriptors are objects that knows how to create an image on demand.\nThey serve as a lightweight representation of images in situations where\nno SWT display exists yet, and are used mainly in conjunction with image\nregistries. This package contains the image descriptor framework, which\nis a simple hierarchy rooted at the abstract class <tt>ImageDescriptor</tt>.\nThe framework includes abstract subclasses for composing images (<tt>CompositeImageDescriptor</tt>)\nas well as a ready-made concrete subclass for loading images from files\n(<tt>FileImageDescriptor</tt>).\n<p>The class <tt>JFaceResources</tt> maintains global state on behalf of\nJFace itself consisting of JFace's own image registry, font registry, resource\nbundle, and preference store.\n<br>&nbsp;\n¿,1
¿\nProvides support for managing resources such as SWT\nfonts and images.\n¿,0
¿<h2>\nPackage Specification</h2>\nThis package contains support for managing resources, including:\n<ul>\n¿,0
¿<li>\nfont registries (<tt>FontRegistry</tt>) - for hanging on to the SWT font\nobjects needed by an application</li>\n\n¿,0
¿<li>\ncolor registries (<tt>ColorRegistry</tt>) - for hanging on to the SWT color \nobjects needed by an application</li>\n\n¿,0
¿<li>\nimage registries (<tt>ImageRegistry</tt>) - for hanging on to the SWT image\nobjects needed by an application</li>\n\n¿,0
¿<li>\nimage descriptors (<tt>ImageDescriptor</tt>) - surrogate object for creating\nSWT images</li>\n\n¿,0
¿<li>\nstring conversion (<tt>StringConverter</tt>) - for parsing property files</li>\n</ul>\n¿,0
¿The JFace resources module is an independent JFace module requiring a basic\nknowledge of SWT and the JFace property change event mechanism. ¿,0
¿Familiarity\nwith other JFace modules is not required.\n¿,1
¿<p>Image descriptors are objects that knows how to create an image on demand.\n¿,0
¿They serve as a lightweight representation of images in situations where\nno SWT display exists yet, and are used mainly in conjunction with image\nregistries. ¿,0
¿This package contains the image descriptor framework, which\nis a simple hierarchy rooted at the abstract class <tt>ImageDescriptor</tt>.\n¿,0
¿The framework includes abstract subclasses for composing images (<tt>CompositeImageDescriptor</tt>)\nas well as a ready-made concrete subclass for loading images from files\n(<tt>FileImageDescriptor</tt>).\n¿,1
¿<p>The class <tt>JFaceResources</tt> maintains global state on behalf of\nJFace itself consisting of JFace's own image registry, font registry, resource\nbundle, and preference store.\n<br>&nbsp;\n¿,0
¿¿,0
¿\nProvides JFace support for long-running operations.\n<h2>\nPackage Specification</h2>\nLong-running operations must be dealt with specially in order to keep the\nUI helpful and responsive. Typically this involves temporarily disabling\nmost controls and displaying a busy cursor and progress indicator; while\nthe operation is in progress, the only requests that will be accepted will\nbe ones to cancel the operation.\n<p>The <tt>IRunnableWithProgress</tt> interface should be implemented by\nany class whose instances are intended to be executed as long-running operations.\nThese objects can then be run in any runnable context (<tt>IRunnableContext</tt>),\nincluding such standard JFace UI components as application windows (<tt>ApplicationWindow</tt>),\nwizard dialogs (<tt>WizardDialog</tt>), and progress monitor dialogs (<tt>ProgressMonitorDialog</tt>).\nThe utility class <tt>ModalContext</tt> defines the basic mechanism and\nUI event loop for modal operations.\n¿,1
¿\nProvides JFace support for long-running operations.\n¿,0
¿<h2>\nPackage Specification</h2>\nLong-running operations must be dealt with specially in order to keep the\nUI helpful and responsive. ¿,1
¿Typically this involves temporarily disabling\nmost controls and displaying a busy cursor and progress indicator; while\nthe operation is in progress, the only requests that will be accepted will\nbe ones to cancel the operation.\n¿,1
¿<p>The <tt>IRunnableWithProgress</tt> interface should be implemented by\nany class whose instances are intended to be executed as long-running operations.\n¿,1
¿These objects can then be run in any runnable context (<tt>IRunnableContext</tt>),\nincluding such standard JFace UI components as application windows (<tt>ApplicationWindow</tt>),\nwizard dialogs (<tt>WizardDialog</tt>), and progress monitor dialogs (<tt>ProgressMonitorDialog</tt>).\n¿,0
¿The utility class <tt>ModalContext</tt> defines the basic mechanism and\nUI event loop for modal operations.\n¿,0
¿\nProvides a content assist add-on for implementors of <tt>IContentAssistSubjectControl</tt>.\nContent assist supports the user in writing&nbsp; by proposing context\nsensitive completions at a given position. A completion can also\nbe a incomplete in itself and content assist provides means to deal with\nnested completions.\n<h2>\nPackage Specification</h2>\n<tt>ISubjectControlContentAssistant</tt> defines the concept of the content assist add-on.\nIt collaborates with content type specific completion processors (<tt>ISubjectControlContentAssistProcessor</tt>)\nin order to generate completion proposals (<tt>ICompletionProposal</tt>)\nvalid at the current document position. The package provides a default\nimplementation <tt>SubjectControlContentAssistant</tt> which completely defines and implements\nthe UI and the control flow for content assist.\n<br>\n<br>\n<strong>Deprecated, as of 3.2, replaced by Platform UI's field assist support</strong>\n¿,1
¿\nProvides a content assist add-on for implementors of <tt>IContentAssistSubjectControl</tt>.\n¿,0
¿Content assist supports the user in writing&nbsp; by proposing context\nsensitive completions at a given position. ¿,0
¿A completion can also\nbe a incomplete in itself and content assist provides means to deal with\nnested completions.\n¿,0
¿<h2>\nPackage Specification</h2>\n<tt>ISubjectControlContentAssistant</tt> defines the concept of the content assist add-on.\n¿,0
¿It collaborates with content type specific completion processors (<tt>ISubjectControlContentAssistProcessor</tt>)\nin order to generate completion proposals (<tt>ICompletionProposal</tt>)\nvalid at the current document position. ¿,0
¿The package provides a default\nimplementation <tt>SubjectControlContentAssistant</tt> which completely defines and implements\nthe UI and the control flow for content assist.\n<br>\n¿,0
¿<br>\n<strong>Deprecated, as of 3.2, replaced by Platform UI's field assist support</strong>\n¿,1
¿\nProvides a framework for preferences.\n<h2>\nPackage Specification</h2>\nA <b>preference manager</b> (class <tt>PreferenceManager</tt>) maintains\na tree of <b>preference nodes</b>. Preferences are presented to the end\nuser in a <b>preference dialog</b> consisting of <b>preference pages</b>.\nA preference page consists of multiple preference fields, which can be\ndisplayed and modified though <b>field editors</b>. The framework contains\nan abstract base class for preference dialogs (<tt>PreferenceDialog</tt>),\nand an abstract preference page class (<tt>FieldEditorPreferencePage</tt>)\nfor hosting these field editors.\n<p>The individual preference values are maintained in a <b>preference store</b>\n(<tt>IPreferenceStore</tt>). Each preference has a current value and a\ndefault value use to (re-)initialize it. The framework provides a concrete\npreference store implementation (<tt>PreferenceStore</tt>) based on an\ninternal <tt>java.util.Properties</tt> object, with support for persisting\nthe non-default preference values to files or streams.\n<p>A field editor presents the value of a single preference to the end\nuser. The value is loaded from the preference store; if modified by the\nend user, the value is validated and eventually stored back to the preference\nstore.\n<p>This package contains ready-to-use field editors for various types of\npreferences:\n<ul>\n<li>\n<tt>BooleanFieldEditor</tt> - booleans</li>\n\n<li>\n<tt>IntegerFieldEditor</tt> - integers</li>\n\n<li>\n<tt>StringFieldEditor</tt> - text strings</li>\n\n<li>\n<tt>RadioGroupFieldEditor</tt> - enumerations</li>\n\n<li>\n<tt>ColorFieldEditor</tt> - RGB colors</li>\n\n<li>\n<tt>FontFieldEditor</tt> - fonts</li>\n\n<li>\n<tt>DirectoryFieldEditor</tt> - directories</li>\n\n<li>\n<tt>FileFieldEditor</tt> - files</li>\n\n<li>\n<tt>PathEditor</tt> - paths</li>\n</ul>\nAll field editors are subclasses of the abstract base class <tt>FieldEditor</tt>;\nthe framework allows new kinds of field editors to be defined by subclassing\nthis class or one of its subclasses.\n<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n¿,1
¿\nProvides a framework for preferences.\n¿,0
¿<h2>\nPackage Specification</h2>\nA <b>preference manager</b> (class <tt>PreferenceManager</tt>) maintains\na tree of <b>preference nodes</b>. ¿,0
¿Preferences are presented to the end\nuser in a <b>preference dialog</b> consisting of <b>preference pages</b>.\n¿,0
¿A preference page consists of multiple preference fields, which can be\ndisplayed and modified though <b>field editors</b>. ¿,0
¿The framework contains\nan abstract base class for preference dialogs (<tt>PreferenceDialog</tt>),\nand an abstract preference page class (<tt>FieldEditorPreferencePage</tt>)\nfor hosting these field editors.\n¿,0
¿<p>The individual preference values are maintained in a <b>preference store</b>\n(<tt>IPreferenceStore</tt>). ¿,0
¿Each preference has a current value and a\ndefault value use to (re-)initialize it. ¿,0
¿The framework provides a concrete\npreference store implementation (<tt>PreferenceStore</tt>) based on an\ninternal <tt>java.util.Properties</tt> object, with support for persisting\nthe non-default preference values to files or streams.\n¿,0
¿<p>A field editor presents the value of a single preference to the end\nuser. ¿,0
¿The value is loaded from the preference store; if modified by the\nend user, the value is validated and eventually stored back to the preference\nstore.\n¿,0
¿<p>This package contains ready-to-use field editors for various types of\npreferences:\n<ul>\n¿,0
¿<li>\n<tt>BooleanFieldEditor</tt> - booleans</li>\n\n¿,0
¿<li>\n<tt>IntegerFieldEditor</tt> - integers</li>\n\n¿,0
¿<li>\n<tt>StringFieldEditor</tt> - text strings</li>\n\n¿,0
¿<li>\n<tt>RadioGroupFieldEditor</tt> - enumerations</li>\n\n¿,0
¿<li>\n<tt>ColorFieldEditor</tt> - RGB colors</li>\n\n¿,0
¿<li>\n<tt>FontFieldEditor</tt> - fonts</li>\n\n¿,0
¿<li>\n<tt>DirectoryFieldEditor</tt> - directories</li>\n\n¿,0
¿<li>\n<tt>FileFieldEditor</tt> - files</li>\n\n¿,0
¿<li>\n<tt>PathEditor</tt> - paths</li>\n</ul>\n¿,0
¿All field editors are subclasses of the abstract base class <tt>FieldEditor</tt>;\nthe framework allows new kinds of field editors to be defined by subclassing\nthis class or one of its subclasses.\n¿,1
¿<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n¿,1
¿¿,0
¿\nProvides a framework for wizards.\n<h2>\nPackage Specification</h2>\nA wizard dialog is a specialized window for walking the end user through\na sequence of steps; each step is presented on a separate page.\n<p>At the most abstract level, the protocol is given by 3 interfaces:\n<ul>\n<li>\n<tt>IWizard</tt> - a wizard consisting of several wizard pages</li>\n\n<li>\n<tt>IWizardPage</tt> - an individual wizard page</li>\n\n<li>\n<tt>IWizardContainer</tt> - the outside world from the point of view of\na wizard</li>\n</ul>\nA wizard is any object implementing <tt>IWizard</tt>. The abstract base\nclass <tt>Wizard</tt> is provided as a starting point; it is simpler to\nsubclass <tt>Wizard</tt> than to implement <tt>IWizard</tt> from scratch.\nThe main responsibility of a <tt>Wizard</tt> subclass is doing the real\nwork when the wizard finishes.\n<p>Similarly, a wizard page is any object implementing <tt>IWizardPage</tt>.\nThe abstract base class <tt>WizardPage</tt> is provided as a starting point.\nThe main responsibility of a <tt>WizardPage</tt> subclass is providing\nthe SWT controls and the backing logic for a single wizard page.\n<p><tt>WizardDialog</tt> is a ready-to-use JFace dialog that is instantiated\nwith a wizard and acts as the wizard's container. This dialog has a standard\nlayout: an area at the top containing the wizard's title, description,\nand image; the actual wizard page appears in the middle; below it is a\nprogress indicator; and at the bottom is an area with a message line and\na button bar containing Next, Back, Finish, Cancel, and Help buttons.\n<p><tt>WizardSelectionPage</tt>, a special abstract subclass of <tt>WizardPage</tt>,\nallows whole other wizards to be connected to a root page.\n<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n¿,1
¿\nProvides a framework for wizards.\n¿,0
¿<h2>\nPackage Specification</h2>\nA wizard dialog is a specialized window for walking the end user through\na sequence of steps; each step is presented on a separate page.\n¿,0
¿<p>At the most abstract level, the protocol is given by 3 interfaces:\n<ul>\n¿,0
¿<li>\n<tt>IWizard</tt> - a wizard consisting of several wizard pages</li>\n\n¿,0
¿<li>\n<tt>IWizardPage</tt> - an individual wizard page</li>\n\n¿,0
¿<li>\n<tt>IWizardContainer</tt> - the outside world from the point of view of\na wizard</li>\n</ul>\n¿,0
¿A wizard is any object implementing <tt>IWizard</tt>. ¿,0
¿The abstract base\nclass <tt>Wizard</tt> is provided as a starting point; it is simpler to\nsubclass <tt>Wizard</tt> than to implement <tt>IWizard</tt> from scratch.\n¿,0
¿The main responsibility of a <tt>Wizard</tt> subclass is doing the real\nwork when the wizard finishes.\n¿,1
¿<p>Similarly, a wizard page is any object implementing <tt>IWizardPage</tt>.\n¿,0
¿The abstract base class <tt>WizardPage</tt> is provided as a starting point.\n¿,0
¿The main responsibility of a <tt>WizardPage</tt> subclass is providing\nthe SWT controls and the backing logic for a single wizard page.\n¿,1
¿<p><tt>WizardDialog</tt> is a ready-to-use JFace dialog that is instantiated\nwith a wizard and acts as the wizard's container. ¿,0
¿This dialog has a standard\nlayout: an area at the top containing the wizard's title, description,\nand image; the actual wizard page appears in the middle; below it is a\nprogress indicator; and at the bottom is an area with a message line and\na button bar containing Next, Back, Finish, Cancel, and Help buttons.\n¿,0
¿<p><tt>WizardSelectionPage</tt>, a special abstract subclass of <tt>WizardPage</tt>,\nallows whole other wizards to be connected to a root page.\n¿,1
¿<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n¿,1
¿¿,0
¿¿,0
¿¿,0
¿\n<p>\nInternal classes and helpers to implement the revision model and its UI presentation. See\nthe <tt><a href="../../../text/revisions/package.html">org.eclipse.jface.text.revisions</a></tt>\npackage for the API classes implementing the revision model.\n</p>\nContains everything needed to:\n<ul>\n  <li>paint revision information in the vertical ruler</li>\n  <li>adapt the revision information to (quick) diff scripts</li>\n</ul>\n<p>\nThis package is internal and may be subject to change without notice.\n</p>\n¿,1
¿\n<p>\nInternal classes and helpers to implement the revision model and its UI presentation. ¿,0
¿See\nthe <tt><a href="../../../text/revisions/package.html">org.eclipse.jface.text.revisions</a></tt>\npackage for the API classes implementing the revision model.\n¿,0
¿</p>\nContains everything needed to:\n<ul>\n  ¿,0
¿<li>paint revision information in the vertical ruler</li>\n  ¿,0
¿<li>adapt the revision information to (quick) diff scripts</li>\n</ul>\n¿,1
¿<p>\nThis package is internal and may be subject to change without notice.\n¿,1
¿</p>\n¿,0
¿\nThis package is a modified copy of <code>org.eclipse.jface.text.contentassist</code> that supports the linked mode proposals.\nThis package is internal and may disappear if the changes are merged with the API content assist package. Subject to change without notice.\n¿,1
¿\nThis package is a modified copy of <code>org.eclipse.jface.text.contentassist</code> that supports the linked mode proposals.\n¿,0
¿This package is internal and may disappear if the changes are merged with the API content assist package. ¿,1
¿Subject to change without notice.\n¿,0
¿¿,0
¿¿,0
¿\n<p>\nInternal support classes and helpers for the <tt>org.eclipse.jface.text.source</tt> package.\n¿,0
¿\n<p>\nInternal support classes and helpers for the <tt>org.eclipse.jface.text.source</tt> package.\n¿,0
¿\n<p>Provides support for bindings between commands and various user input events\n(e.g., keyboard shortcuts).</p>\n\n<h2>Package Specification</h2>\n<p>\nThis package provides the common classes and abstract classes required to\nprovide binding support.\n</p>\n<p>\nAll the real work in this package is carried out by the\n<code>BindingManager</code>, and most work with bindings can be carried out\ndirectly with it.  The binding manager manages a collection of bindings, and\ndecides which bindings are active at any point in time.  By changes the various\nproperties of the manager, the active bindings will change.  The binding\nmanager implements a caching scheme that is optimized for an infreqeuntly\nchanging set of bindings, but frequently changing properties.\n</p>\n<p>\nThe binding manager also manages schemes.  A scheme is a grouping of bindings.\nTo create a scheme, use <code>BindingManager.getScheme(String)</code>.  The\nscheme must then be defined before it can be used.\n</p>\n<p>\nIf you wish to implement your own type of binding, then you must subclass\n<code>Trigger</code> and <code>TriggerSequence</code>.  Then, simply use these\nsubclasses with the <code>BindingManager</code>.\n</p>\n¿,1
¿\n<p>Provides support for bindings between commands and various user input events\n(e.g., keyboard shortcuts).</p>\n\n<h2>Package Specification</h2>\n<p>\nThis package provides the common classes and abstract classes required to\nprovide binding support.\n¿,1
¿</p>\n<p>\nAll the real work in this package is carried out by the\n<code>BindingManager</code>, and most work with bindings can be carried out\ndirectly with it.  ¿,0
¿The binding manager manages a collection of bindings, and\ndecides which bindings are active at any point in time.  ¿,0
¿By changes the various\nproperties of the manager, the active bindings will change.  ¿,0
¿The binding\nmanager implements a caching scheme that is optimized for an infreqeuntly\nchanging set of bindings, but frequently changing properties.\n¿,0
¿</p>\n<p>\nThe binding manager also manages schemes.  ¿,0
¿A scheme is a grouping of bindings.\n¿,0
¿To create a scheme, use <code>BindingManager.getScheme(String)</code>.  ¿,0
¿The\nscheme must then be defined before it can be used.\n¿,1
¿</p>\n<p>\nIf you wish to implement your own type of binding, then you must subclass\n<code>Trigger</code> and <code>TriggerSequence</code>.  ¿,1
¿Then, simply use these\nsubclasses with the <code>BindingManager</code>.\n¿,0
¿</p>\n¿,0
¿\n<p>Provides support for bindings between commands and keys.</p>\n\n<h2>Package Specification</h2>\n<p>\nThis just a key-specific implementation of the generic bindings and trigger\nsupport.  This package provides an abstraction layer between the SWT key events\nand key bindings within JFace.\n</p>\n<p>\n<code>KeySequence</code> is a <code>TriggerSequence</code> that has\n<code>KeyStroke</code> instances as triggers.  A <code>KeyStroke</code> is\ncomposed of one or more keys held down at the same time.  A key stroke ends\nwhen the keys are released.  A key stroke can contain zero or more modifiers\nkeys, but it always contains exactly one natural key.  A modifier key is one of\nCtrl, Shift, Alt, or Command.  A natural key is anything else.</p>\n<p>\nNatural keys are further subdivided into special keys and character keys.\nCharacter keys are keys that have an ASCII representation (e.g., Space, 'A' and\nBackspace).  Special keys are ones that do not (e.g., Arrow Up, F11, and\nNumLock).\n</p>\n<p>\n<code>SWTKeySupport</code> is a static class that provides the link between SWT\nand these internal representations.  It has methods for converting between SWT\nkey events and the internal representation, and vice versa.  It also provides\naccess to the native-style key formatting facilities.\n</p>\n¿,1
¿\n<p>Provides support for bindings between commands and keys.</p>\n\n<h2>Package Specification</h2>\n<p>\nThis just a key-specific implementation of the generic bindings and trigger\nsupport.  ¿,1
¿This package provides an abstraction layer between the SWT key events\nand key bindings within JFace.\n¿,1
¿</p>\n<p>\n<code>KeySequence</code> is a <code>TriggerSequence</code> that has\n<code>KeyStroke</code> instances as triggers.  ¿,0
¿A <code>KeyStroke</code> is\ncomposed of one or more keys held down at the same time.  ¿,0
¿A key stroke ends\nwhen the keys are released.  ¿,0
¿A key stroke can contain zero or more modifiers\nkeys, but it always contains exactly one natural key.  ¿,0
¿A modifier key is one of\nCtrl, Shift, Alt, or Command.  ¿,0
¿A natural key is anything else.</p>\n<p>\nNatural keys are further subdivided into special keys and character keys.\n¿,0
¿Character keys are keys that have an ASCII representation (e.g., Space, 'A' and\nBackspace).  ¿,0
¿Special keys are ones that do not (e.g., Arrow Up, F11, and\nNumLock).\n¿,0
¿</p>\n<p>\n<code>SWTKeySupport</code> is a static class that provides the link between SWT\nand these internal representations.  ¿,1
¿It has methods for converting between SWT\nkey events and the internal representation, and vice versa.  ¿,1
¿It also provides\naccess to the native-style key formatting facilities.\n¿,0
¿</p>\n¿,0
¿\n<p>Provides support for formatting key sequences.</p>\n\n<h2>Package Specification</h2>\n<p>\nThis is a collection fo various formatters for key sequences.  The formatters\nare accessible through the <code>KeyFormatterFactory</code>.  To change how\nkeys are formatted in the user interface, call\n<code>KeyFormatterFactory.setDefault(IKeyFormatter)</code>.  They provided\nformatters are:\n</p>\n<dl>\n<dt>FormalKeyFormatter</dt>\n<dd>Provides a formal grammar for reading and writing key sequences.</dd>\n<dt>NativeKeyFormatter</dt>\n<dd>Provide a native-looking, human-readable format for keys.</dd>\n<dt>CompactKeyFormatter</dt>\n<dd>A variation of the native formatter that provides a more compact representation.</dd>\n<dt>EmacsKeyFormatter</dt>\n<dd>An Xemacs-style formatter (e.g., C^x C^x).</dd>\n</dl>\n¿,1
¿\n<p>Provides support for formatting key sequences.</p>\n\n<h2>Package Specification</h2>\n<p>\nThis is a collection fo various formatters for key sequences.  ¿,0
¿The formatters\nare accessible through the <code>KeyFormatterFactory</code>.  ¿,0
¿To change how\nkeys are formatted in the user interface, call\n<code>KeyFormatterFactory.setDefault(IKeyFormatter)</code>.  ¿,1
¿They provided\nformatters are:\n</p>\n<dl>\n<dt>FormalKeyFormatter</dt>\n¿,0
¿<dd>Provides a formal grammar for reading and writing key sequences.</dd>\n<dt>NativeKeyFormatter</dt>\n¿,0
¿<dd>Provide a native-looking, human-readable format for keys.</dd>\n<dt>CompactKeyFormatter</dt>\n¿,0
¿<dd>A variation of the native formatter that provides a more compact representation.</dd>\n<dt>EmacsKeyFormatter</dt>\n¿,0
¿<dd>An Xemacs-style formatter (e.g., C^x C^x).</dd>\n</dl>\n¿,0
¿\nProvides a framework for viewers, which are model-based\ncontent adapters for SWT widgets.\n<h2>\nPackage Specification</h2>\nA viewer is a model-based adapter on an SWT widget.&nbsp; Each viewer has\nfour parts:\n<blockquote>\n<li>\nan <b>input</b> - the object that serves as the viewer's model</li>\n\n<li>\na <b>widget</b> - the SWT control through which the viewer's model is displayed</li>\n\n<li>\na <b>content provider</b> - mediates between the model and viewer</li>\n\n<li>\na <b>label provider</b> - maps model objects to displayable labels containing\ntext and/or an image</li>\n</blockquote>\nThis package contains the viewer framework. The viewer framework is an\nindependent JFace module. Using it requires a knowledge of SWT, but does\nnot require familiarity with any of the other JFace modules. The framework\nconsists of abstract base classes for viewers (<tt>Viewer</tt>, <tt>StructuredViewer</tt>,\n<tt>AbstractTreeViewer</tt>) together with concrete viewer classes (<tt>ListViewer</tt>,\n<tt>TreeViewer</tt>,\n<tt>TableViewer</tt>,\n<tt>TableTreeViewer</tt>, <tt>CheckboxTreeViewer</tt>,\nand <tt>CheckboxTableViewer</tt>),\nand various lesser support classes. The concrete structured viewer classes\nare ready-to-use and have built-in support for drag-and-drop, filtering\n(<tt>IViewerFilter</tt> and <tt>ViewerFilter</tt>), and sorting (<tt>IViewerSorter</tt>\nand <tt>ViewerSorter</tt>); these classes may also be subclassed further\nif required.\n<p>In general terms, creating a viewer involves the following steps:\n<ul>\n<li>\ninstantiating a viewer on some pre-existing SWT widget,</li>\n\n<li>\nsetting the viewer's content provider (an object implementing <tt>IContentProvider</tt>),</li>\n\n<li>\nsetting the viewer's label provider (an object implementing\n<tt>ILabelProvider</tt>),</li>\n\n<li>\nand, finally, setting the viewer's input.</li>\n</ul>\nOnce a viewer's input is set, the viewer becomes active. As the model changes,\nit is the content provider's responsibility to respond to changes to the\nmodel by telling the viewer what to change (done by calling add and remove\nmethods on the viewer). An existing viewer may be retargeted by giving\nit a different object as input; the viewer is responsible for informing\nthe content provider of these kinds of wholesale changes (<tt>IContentProvider.inputChanged</tt>).\nAlso, each viewer registers with its label provider for notification of\nchanges that would affect what the viewer displays (see <tt>ILabelProviderListener.stateChanged</tt>).\n<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n¿,1
¿\nProvides a framework for viewers, which are model-based\ncontent adapters for SWT widgets.\n¿,0
¿<h2>\nPackage Specification</h2>\nA viewer is a model-based adapter on an SWT widget.&nbsp; Each viewer has\nfour parts:\n<blockquote>\n¿,0
¿<li>\nan <b>input</b> - the object that serves as the viewer's model</li>\n\n¿,0
¿<li>\na <b>widget</b> - the SWT control through which the viewer's model is displayed</li>\n\n¿,0
¿<li>\na <b>content provider</b> - mediates between the model and viewer</li>\n\n¿,1
¿<li>\na <b>label provider</b> - maps model objects to displayable labels containing\ntext and/or an image</li>\n</blockquote>\nThis package contains the viewer framework. ¿,0
¿The viewer framework is an\nindependent JFace module. ¿,0
¿Using it requires a knowledge of SWT, but does\nnot require familiarity with any of the other JFace modules. ¿,1
¿The framework\nconsists of abstract base classes for viewers (<tt>Viewer</tt>, <tt>StructuredViewer</tt>,\n<tt>AbstractTreeViewer</tt>) together with concrete viewer classes (<tt>ListViewer</tt>,\n<tt>TreeViewer</tt>,\n<tt>TableViewer</tt>,\n<tt>TableTreeViewer</tt>, <tt>CheckboxTreeViewer</tt>,\nand <tt>CheckboxTableViewer</tt>),\nand various lesser support classes. ¿,0
¿The concrete structured viewer classes\nare ready-to-use and have built-in support for drag-and-drop, filtering\n(<tt>IViewerFilter</tt> and <tt>ViewerFilter</tt>), and sorting (<tt>IViewerSorter</tt>\nand <tt>ViewerSorter</tt>); these classes may also be subclassed further\nif required.\n¿,1
¿<p>In general terms, creating a viewer involves the following steps:\n<ul>\n¿,1
¿<li>\ninstantiating a viewer on some pre-existing SWT widget,</li>\n\n¿,0
¿<li>\nsetting the viewer's content provider (an object implementing <tt>IContentProvider</tt>),</li>\n\n¿,0
¿<li>\nsetting the viewer's label provider (an object implementing\n<tt>ILabelProvider</tt>),</li>\n\n¿,0
¿<li>\nand, finally, setting the viewer's input.</li>\n</ul>\n¿,0
¿Once a viewer's input is set, the viewer becomes active. ¿,1
¿As the model changes,\nit is the content provider's responsibility to respond to changes to the\nmodel by telling the viewer what to change (done by calling add and remove\nmethods on the viewer). ¿,1
¿An existing viewer may be retargeted by giving\nit a different object as input; the viewer is responsible for informing\nthe content provider of these kinds of wholesale changes (<tt>IContentProvider.inputChanged</tt>).\n¿,1
¿Also, each viewer registers with its label provider for notification of\nchanges that would affect what the viewer displays (see <tt>ILabelProviderListener.stateChanged</tt>).\n¿,0
¿<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n¿,1
¿¿,0
¿\nProvides a framework for viewers that handle deferred contents. \n<h2>\nPackage Specification</h2>\n<p>The deferred viewers are viewers that can handle concurrent updates from a \n  variety of Threads.<br>\n  &nbsp; \n¿,1
¿\nProvides a framework for viewers that handle deferred contents. \n¿,0
¿<h2>\nPackage Specification</h2>\n<p>The deferred viewers are viewers that can handle concurrent updates from a \n  variety of Threads.<br>\n  &nbsp; \n¿,1
¿¿,0
