@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Lfirst-weka.filters.unsupervised.instance.Randomize-S42'

@attribute text string
@attribute is_directive {directive,non-directive}

@data
' <p>\n Populates a Map using the supplied <code>Transformer</code>s to transform the collection\n values into keys and values.\n ',non-directive
'@param column the column index\n ',non-directive
?,non-directive
?,non-directive
?,non-directive
'<h2>Package Specification</h2>\n\n<ul>\n  ',non-directive
'@throws IllegalArgumentException if the closure is null\n ',non-directive
'document\n ',non-directive
'@return the composite for the note\n',non-directive
'@see org.apache.commons.collections.functors.ChainedClosure\n \n ',non-directive
'\nProvides JFace support for long-running operations.\n',non-directive
?,non-directive
'<p>\n  ',non-directive
' Initializes this field editor with the default preference value\n from the preference store.\n',non-directive
'</p>\n\n ',non-directive
' Property name constant (value <code>\"field_editor_is_valid\"</code>)\n to signal a change in the validity of the value of this field editor.\n',non-directive
?,non-directive
?,non-directive
'@param layoutData\n            the layoutData for the message area composite.\n ',non-directive
' Sets the title bar color for this dialog.\n \n @param color\n            the title bar color\n',non-directive
' Save a dialog settings to a file.\n \n',non-directive
' Creates a new dialog page with the given title and image.\n \n @param title\n            the title of this dialog page, or <code>null</code> if none\n @param image\n            the image for this dialog page, or <code>null</code> if none\n',non-directive
?,non-directive
' Gets a double from a Map in a null-safe manner.\n ',non-directive
'@return <code>true</code> if the next page could be displayed,\n   and <code>false</code> otherwise\n',non-directive
' Specifies whether status line appears to the left of the buttons\n (default) or above them.\n \n @param aboveButtons\n            if <code>true</code> status line is placed above buttons; if\n            <code>false</code> to the right\n',non-directive
'@return  a singleton list iterator over the object\n',non-directive
'@since Commons Collections 5\n @TODO fix version\n',non-directive
'@return <code>true</code> if help is available,\n   and <code>false</code> if this wizard is helpless\n',non-directive
' Converts the given value into an int.\n Returns the given default value if the \n value does not represent an int.\n\n @param value the value to be converted\n @param dflt the default value\n @return the value as an int, or the default value\n',non-directive
?,non-directive
'@see org.eclipse.jface.wizard.IWizardContainer2\n',non-directive
?,non-directive
?,non-directive
'<li>justify(false)</li>\n ',non-directive
'</p>\n<p>\nThe binding manager also manages schemes.  ',non-directive
'@param key  the key of the value to look up in that map\n  ',non-directive
?,non-directive
?,non-directive
'@param name the name of the preference\n ',non-directive
'</p>\n\n ',non-directive
'@param name the name of the preference\n ',non-directive
'This includes classes that implement an easily configurable,\nfine-grained access control security architecture.\n',non-directive
'@return the image descriptor\n',non-directive
' Moves the progress indicator by the given amount of work units\n ',non-directive
' Removes the subnode of this preference node with the given node id.\n\n ',non-directive
'@link #multiValueMap( Map, Class )}\n  ',non-directive
' Style constant (value <code>1</code>) indicating a layout where the field\n editor\'s label appears on the left with a check box on the right.\n',non-directive
' Create a new section in the receiver and return it.\n \n',non-directive
'@since 3.3\n',non-directive
' Converts the given value into an SWT point.\n Returns the given default value if the \n value does not represent a point.\n\n @param value the value to be converted\n @param dflt the default value\n @return the value as a point, or the default value\n',non-directive
'@param name the name of the preference\n ',non-directive
'All methods\nthat accept timeout parameters treat values less than or equal to\nzero to mean not to wait at all.  ',non-directive
'<li>CompositeSet - a set that combines multiple sets into one\n</ul>\n',non-directive
' Creates a new radio group field editor \n',non-directive
' Image registry key for info image (value <code>\"dialog_info_image\"</code>).\n \n @deprecated use\n             org.eclipse.swt.widgets.Display.getSystemImage(SWT.ICON_INFORMATION)\n',non-directive
?,non-directive
?,non-directive
' Creates a new event for the given source, selected (current) page and\n direction.\n \n @param source\n            the page changing provider (the source of this event)\n @param currentPage\n            the current page. In the JFace provided dialogs this will be\n            an <code>IDialogPage</code>.\n @param targetPage\n            the target page. In the JFace provided dialogs this will be an\n            <code>IDialogPage</code>.\n',non-directive
?,non-directive
' Sets the indent used for the first column of the radion button matrix.\n\n ',non-directive
'@since 3.4\n',non-directive
' Find the first valid fontData in the provided list. \n ',non-directive
'@return this\n ',non-directive
?,non-directive
'The primitives will be wrapped in the appropriate wrapper class.\n\n ',non-directive
' Constructs an image descriptor.\n',non-directive
' Generates layout data to the given control, given the number of cells\n spanned by the control. Attaches a GridData to the control. This method \n allows generated layout data to be used with controls that span multiple cells. \n <p>\n The generated layout data is the same as what would be generated by \n GridLayoutFactory.generateLayout, except that the span is configurable\n </p>  \n \n @see GridLayoutFactory#generateLayout(org.eclipse.swt.widgets.Composite)\n @param theControl\n @param hSpan number of columns spanned by the control\n @param vSpan number of rows spanned by the control\n @since 3.3\n',non-directive
'@param gc the {',non-directive
'@throws NullPointerException if iterator parameter is null\n ',non-directive
' Show the receiver as showing an error.\n ',non-directive
' Constructs a new ControlAnimator instance and passes along the\n control that will be displayed or hidden.\n \n @param control the control that will be displayed or hidden.\n',non-directive
'<li>spacing(LayoutConstants.getSpacing())</li>\n ',non-directive
' Convenience method to open a standard warning dialog.\n \n',non-directive
?,non-directive
'@return the return code\n\n ',non-directive
'@link IterableSortedMap}.\n ',non-directive
'@link BrowserInformationControl}.\n\n ',non-directive
'@throws NullPointerException if iterator parameter is null\n',non-directive
'<p> The {',non-directive
' Returns the descriptor for JFace\'s standard font. Convenience method\n equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().getDescriptor(JFaceResources.DEFAULT_FONT)\n </pre>\n \n @return the font\n @since 3.3\n',non-directive
' Set whether or not the controls in the field editor\n are enabled.\n ',non-directive
'@return this\n',non-directive
?,non-directive
' Creates a factory that creates copies of the given layout.\n \n',non-directive
?,non-directive
?,non-directive
?,non-directive
'@see #setPageSize(Point)\n',non-directive
'The viewer framework is an\nindependent JFace module. ',non-directive
' Sets the spacing for layouts created with this factory. ',non-directive
' Create a new instance of the receiver.\n ',non-directive
' Layout constant (value <code>0</code>) indicating that\n each field editor is handled as a single component.\n',non-directive
'\nProvides support for managing resources such as SWT\nfonts and images.\n',non-directive
?,non-directive
' Returns the selection provider.\n\n @return the selection provider\n',non-directive
?,non-directive
'@return a normalized version of <code>color</code>\n ',non-directive
'@author Janek Bogucki\n ',non-directive
?,non-directive
'<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  ',non-directive
'@linkplain org.eclipse.jface.contentassist.IContentAssistSubjectControl content assist subject control}.\n\n ',non-directive
'@param name the name of the preference this field editor works on\n ',non-directive
?,non-directive
'\n<p>The \"split map\" concept is that of an object that implements\nthe {@link org.apache.commons.collections.Put Put} and\n{@link org.apache.commons.collections.Get Get} interfaces,\nwith <i>differing</i> generic types. This is like a pre-generics\n{@link java.util.Map Map} whose input key/value constraints are\ndifferent than its output key/value constraints.  While it would\nbe possible to declare a \"split map\" with matching input/output\nkey/value constraints, this would be a {@link java.util.Map Map}\nand would therefore make little sense (any Commons Collections\n{@link java.util.Map Map} implementation will also implement\n{@link org.apache.commons.collections.Put Put} and\n{@link org.apache.commons.collections.Get Get} with matching\ngeneric parameters).\n\n<p>\nThe following decorators are provided:\n<ul>\n<li>Transformed - transforms each element added\n</ul>\n</pre>\n',non-directive
'@param inputChangeListener the listener to remove\n ',non-directive
?,non-directive
'@param cancelable\n            <code>true</code> if the end user can cancel this progress\n            dialog, and <code>false</code> if it cannot be canceled\n',non-directive
'@since 3.4\n',non-directive
'<li><a href=\"../../../../technotes/guides/jar/jar.html\">\n      Manifest and Signature Specification</a> - The manifest format specification.\n',non-directive
'@param previouslyCreatedFont previously allocated font\n',non-directive
'@return the float-valued preference\n',non-directive
' Creates a copy of the reciever.\n \n',non-directive
'<p>\n The byte is obtained from the results of {',non-directive
'@see #create\n ',non-directive
'An {',non-directive
' Gets a new Properties object initialised with the values from a Map.\n ',non-directive
?,non-directive
'@param control control whose layout data will be initialized\n',non-directive
'@since 3.3\n',non-directive
?,non-directive
' Creates a directory field editor.\n \n',non-directive
' Adds the given field editor to this page.\n\n @param editor the field editor\n',non-directive
?,non-directive
'@return the default value of the named preference\n',non-directive
'</p>\n\n ',non-directive
'@link javax.management.openmbean.OpenType open types} and\nthis allows interoperation across versions.\n\n',non-directive
'@return the list\n ',non-directive
'@param numColumns the number of columns\n',non-directive
?,non-directive
'@see IProgressMonitor#isCanceled()\n',non-directive
'Values other than <code>true</code> are considered <code>false</code>.\n                        ',non-directive
'@link java.util.Map Map},\n{',non-directive
' Sets or clears the message for this page.\n <p>\n This is a shortcut for <code>setMessage(newMesasge, NONE)</code>\n </p>\n \n @param newMessage\n            the message, or <code>null</code> to clear the message\n',non-directive
?,non-directive
'When the\nweak references to a weakly-reachable object are cleared, the object becomes\neligible for finalization.\n\n',non-directive
' Returns the default value for the point-valued preference\n with the given name in the given preference store.\n Returns the default-default value (<code>POINT_DEFAULT_DEFAULT</code>) \n is no default preference with the given name, or if the default \n value cannot be treated as a point.\n\n @param store the preference store\n @param name the name of the preference\n @return the default value of the preference\n',non-directive
'</p>\n',non-directive
' Creates a new object and saves in it the current enable/disable state of\n the given control and its descendents; the controls that are saved are\n also disabled.\n \n @param w\n            the control\n',non-directive
' Generates layout data to the given control, given the number of cells\n spanned by the control. Attaches GridData to the control. This method \n allows generated layout data to be used with controls that span multiple cells. \n <p>\n The generated layout data is the same as what would be generated by \n GridLayoutFactory.generateLayout, except that the span is configurable\n </p>  \n \n @see GridLayoutFactory#generateLayout(org.eclipse.swt.widgets.Composite)\n @param theControl\n @param span The x coordinate indicates the number of\n columns spanned, and the y coordinate indicates the number of rows.\n @since 3.3\n',non-directive
'@param color\n            the title bar color\n',non-directive
?,non-directive
' Gets a button in this dialog\'s button bar.\n \n',non-directive
'@since 3.0\n',non-directive
' @param input the delayed input, or <code>null</code> to request cancellation\n',non-directive
'<p>\n The int is obtained from the results of {',non-directive
?,non-directive
?,non-directive
'@since 2.0\n',non-directive
'@param key  the key to look up\n ',non-directive
'\n\nThe classes and interfaces in this package have been\nsuperseded by classes in the java.security package.\n',non-directive
'</p>\n\n ',non-directive
?,non-directive
'<P>\n<h3><code>java.sql</code> and <code>javax.sql</code> Features Introduced in the JDBC 4.0 API</h3>\n<UL>\n  ',non-directive
?,non-directive
' Get the color selector used by the receiver.\n \n @return ColorSelector/\n',non-directive
' Update the image being displayed on the button using the current color\n setting.\n',non-directive
' Returns <code>true</code> if the passed range has the same offset and length as the receiver.\n\n ',non-directive
' Creates a new context information validator which is ready to be installed on\n a particular context information.\n\n @param processor the processor to be used for validation\n',non-directive
'The OK button is enabled or disabled depending on the\n status.\n \n',non-directive
' The string representation used for <code>false</code> (<code>\"false\"</code>).\n',non-directive
'@linkplain org.eclipse.jface.contentassist.IContentAssistSubjectControl content assist subject control}.\n\n ',non-directive
' Sets the hover enrich mode. ',non-directive
'This will be <code>Dialog.OK</code> if the OK\n         button was pressed, or <code>Dialog.CANCEL</code> if this\n         dialog\'s close window decoration or the ESC key was used.\n',non-directive
